Abbreviation,State,Sex,Year,Age,ex
GA,Georgia,b,1959,0,67.91
GA,Georgia,b,1960,0,67.5
GA,Georgia,b,1961,0,68.35
GA,Georgia,b,1962,0,68
GA,Georgia,b,1963,0,67.66
GA,Georgia,b,1964,0,68.01
GA,Georgia,b,1965,0,68.11
GA,Georgia,b,1966,0,68.21
GA,Georgia,b,1967,0,68.57
GA,Georgia,b,1968,0,67.84
GA,Georgia,b,1969,0,68.23
GA,Georgia,b,1970,0,68.37
GA,Georgia,b,1971,0,68.95
GA,Georgia,b,1972,0,68.99
GA,Georgia,b,1973,0,69.1
GA,Georgia,b,1974,0,69.87
GA,Georgia,b,1975,0,70.78
GA,Georgia,b,1976,0,71.24
GA,Georgia,b,1977,0,71.31
GA,Georgia,b,1978,0,71.59
GA,Georgia,b,1979,0,72.08
GA,Georgia,b,1980,0,72.14
GA,Georgia,b,1981,0,72.42
GA,Georgia,b,1982,0,73.07
GA,Georgia,b,1983,0,72.99
GA,Georgia,b,1984,0,73.17
GA,Georgia,b,1985,0,73.03
GA,Georgia,b,1986,0,73.18
GA,Georgia,b,1987,0,73.25
GA,Georgia,b,1988,0,73.16
GA,Georgia,b,1989,0,73.34
GA,Georgia,b,1990,0,73.78
GA,Georgia,b,1991,0,73.99
GA,Georgia,b,1992,0,74.35
GA,Georgia,b,1993,0,74.06
GA,Georgia,b,1994,0,74.38
GA,Georgia,b,1995,0,74.38
GA,Georgia,b,1996,0,74.63
GA,Georgia,b,1997,0,75.04
GA,Georgia,b,1998,0,75.16
GA,Georgia,b,1999,0,75.18
GA,Georgia,b,2000,0,75.1
GA,Georgia,b,2001,0,75.28
GA,Georgia,b,2002,0,75.46
GA,Georgia,b,2003,0,75.54
GA,Georgia,b,2004,0,75.92
GA,Georgia,b,2005,0,76.14
GA,Georgia,b,2006,0,76.29
GA,Georgia,b,2007,0,76.54
GA,Georgia,b,2008,0,76.78
GA,Georgia,b,2009,0,77.11
GA,Georgia,b,2010,0,77.26
GA,Georgia,b,2011,0,77.6
GA,Georgia,b,2012,0,77.78
GA,Georgia,b,2013,0,77.64
GA,Georgia,b,2014,0,77.65
GA,Georgia,b,2015,0,77.45
GA,Georgia,b,2016,0,77.48
GA,Georgia,b,2017,0,77.63
GA,Georgia,b,2018,0,77.72
HI,Hawaii,b,1959,0,71.52
HI,Hawaii,b,1960,0,71.34
HI,Hawaii,b,1961,0,72.34
HI,Hawaii,b,1962,0,72.31
HI,Hawaii,b,1963,0,72.3
HI,Hawaii,b,1964,0,72.83
HI,Hawaii,b,1965,0,73.09
HI,Hawaii,b,1966,0,73.27
HI,Hawaii,b,1967,0,73.32
HI,Hawaii,b,1968,0,72.77
HI,Hawaii,b,1969,0,73.28
HI,Hawaii,b,1970,0,74.04
HI,Hawaii,b,1971,0,74.31
HI,Hawaii,b,1972,0,74.58
HI,Hawaii,b,1973,0,74.98
HI,Hawaii,b,1974,0,75.52
HI,Hawaii,b,1975,0,76.12
HI,Hawaii,b,1976,0,76.55
HI,Hawaii,b,1977,0,76.97
HI,Hawaii,b,1978,0,77.19
HI,Hawaii,b,1979,0,76.9
HI,Hawaii,b,1980,0,77.05
HI,Hawaii,b,1981,0,77.6
HI,Hawaii,b,1982,0,77.68
HI,Hawaii,b,1983,0,77.49
HI,Hawaii,b,1984,0,77.66
HI,Hawaii,b,1985,0,77.85
HI,Hawaii,b,1986,0,78.06
HI,Hawaii,b,1987,0,77.83
HI,Hawaii,b,1988,0,78.66
HI,Hawaii,b,1989,0,78.18
HI,Hawaii,b,1990,0,78.16
HI,Hawaii,b,1991,0,78.66
HI,Hawaii,b,1992,0,78.74
HI,Hawaii,b,1993,0,78.62
HI,Hawaii,b,1994,0,78.86
HI,Hawaii,b,1995,0,78.73
HI,Hawaii,b,1996,0,78.77
HI,Hawaii,b,1997,0,79.13
HI,Hawaii,b,1998,0,79.25
HI,Hawaii,b,1999,0,79.35
HI,Hawaii,b,2000,0,79.51
HI,Hawaii,b,2001,0,79.8
HI,Hawaii,b,2002,0,79.73
HI,Hawaii,b,2003,0,79.83
HI,Hawaii,b,2004,0,80.15
HI,Hawaii,b,2005,0,80.29
HI,Hawaii,b,2006,0,80.18
HI,Hawaii,b,2007,0,80.52
HI,Hawaii,b,2008,0,80.98
HI,Hawaii,b,2009,0,80.67
HI,Hawaii,b,2010,0,81.34
HI,Hawaii,b,2011,0,81.35
HI,Hawaii,b,2012,0,81.49
HI,Hawaii,b,2013,0,81.43
HI,Hawaii,b,2014,0,81.68
HI,Hawaii,b,2015,0,81.52
HI,Hawaii,b,2016,0,81.82
HI,Hawaii,b,2017,0,81.6
HI,Hawaii,b,2018,0,81.87
IA,Iowa,b,1960,0,71.92
IA,Iowa,b,1961,0,72.24
IA,Iowa,b,1959,0,71.83
IA,Iowa,b,1964,0,72.09
IA,Iowa,b,1965,0,72.1
IA,Iowa,b,1962,0,72.28
IA,Iowa,b,1963,0,72.08
IA,Iowa,b,1972,0,72.96
IA,Iowa,b,1973,0,73.26
IA,Iowa,b,1974,0,73.66
IA,Iowa,b,1975,0,74.14
IA,Iowa,b,1976,0,74.42
IA,Iowa,b,1977,0,75.23
IA,Iowa,b,1978,0,75.09
IA,Iowa,b,1966,0,72.16
IA,Iowa,b,1967,0,72.55
IA,Iowa,b,1968,0,72.2
IA,Iowa,b,1969,0,72.52
IA,Iowa,b,1970,0,72.56
IA,Iowa,b,1971,0,72.75
IA,Iowa,b,1998,0,78.1
IA,Iowa,b,1999,0,78.21
IA,Iowa,b,2000,0,78.33
IA,Iowa,b,2001,0,78.64
IA,Iowa,b,2002,0,78.74
IA,Iowa,b,2003,0,78.66
IA,Iowa,b,2004,0,79.24
IA,Iowa,b,2005,0,78.98
IA,Iowa,b,2006,0,79.3
IA,Iowa,b,2007,0,79.39
IA,Iowa,b,2008,0,79.02
IA,Iowa,b,2009,0,79.52
IA,Iowa,b,2010,0,79.59
IA,Iowa,b,2011,0,79.56
IA,Iowa,b,2012,0,79.65
IA,Iowa,b,2013,0,79.59
IA,Iowa,b,2014,0,79.57
IA,Iowa,b,2015,0,79.55
IA,Iowa,b,2016,0,79.37
IA,Iowa,b,2017,0,79.25
IA,Iowa,b,2018,0,79.44
IA,Iowa,b,1979,0,75.68
IA,Iowa,b,1980,0,75.75
IA,Iowa,b,1981,0,76.07
IA,Iowa,b,1982,0,76.29
IA,Iowa,b,1983,0,76.26
IA,Iowa,b,1984,0,76.66
IA,Iowa,b,1985,0,76.38
IA,Iowa,b,1986,0,76.88
IA,Iowa,b,1987,0,76.79
IA,Iowa,b,1988,0,76.79
IA,Iowa,b,1989,0,77.07
IA,Iowa,b,1990,0,77.53
IA,Iowa,b,1991,0,77.35
IA,Iowa,b,1992,0,77.87
IA,Iowa,b,1993,0,77.58
IA,Iowa,b,1994,0,77.56
IA,Iowa,b,1995,0,77.61
IA,Iowa,b,1996,0,77.84
IA,Iowa,b,1997,0,78.17
ID,Idaho,b,1979,0,75.43
ID,Idaho,b,1980,0,75.16
ID,Idaho,b,1981,0,75.33
ID,Idaho,b,1982,0,75.67
ID,Idaho,b,1983,0,75.51
ID,Idaho,b,1984,0,75.75
ID,Idaho,b,1985,0,76.37
ID,Idaho,b,1986,0,75.99
ID,Idaho,b,1987,0,76.38
ID,Idaho,b,1988,0,76.18
ID,Idaho,b,1989,0,76.75
ID,Idaho,b,1990,0,77.21
ID,Idaho,b,1991,0,77.19
ID,Idaho,b,1992,0,77.36
ID,Idaho,b,1993,0,77.17
ID,Idaho,b,1994,0,77.36
ID,Idaho,b,1995,0,77.6
ID,Idaho,b,1996,0,77.74
ID,Idaho,b,1997,0,77.75
ID,Idaho,b,1998,0,77.88
ID,Idaho,b,1959,0,71.07
ID,Idaho,b,1960,0,71.4
ID,Idaho,b,1961,0,71.29
ID,Idaho,b,1962,0,71.38
ID,Idaho,b,1963,0,71.25
ID,Idaho,b,1964,0,71.47
ID,Idaho,b,1965,0,71.22
ID,Idaho,b,1966,0,71.48
ID,Idaho,b,1967,0,72.06
ID,Idaho,b,1968,0,71.97
ID,Idaho,b,1969,0,71.89
ID,Idaho,b,1970,0,72.01
ID,Idaho,b,1971,0,72.14
ID,Idaho,b,1972,0,72.32
ID,Idaho,b,1973,0,72.72
ID,Idaho,b,1974,0,73.04
ID,Idaho,b,1975,0,73.55
ID,Idaho,b,1976,0,73.63
ID,Idaho,b,1977,0,74.35
ID,Idaho,b,1978,0,74.7
ID,Idaho,b,2005,0,78.69
ID,Idaho,b,2006,0,78.86
ID,Idaho,b,2007,0,79.03
ID,Idaho,b,2008,0,79.28
ID,Idaho,b,2009,0,79.36
ID,Idaho,b,2010,0,79.4
ID,Idaho,b,2011,0,79.27
ID,Idaho,b,1999,0,77.77
ID,Idaho,b,2000,0,78.08
ID,Idaho,b,2001,0,78.14
ID,Idaho,b,2002,0,78.34
ID,Idaho,b,2003,0,78.15
ID,Idaho,b,2004,0,78.71
ID,Idaho,b,2018,0,79.3
ID,Idaho,b,2014,0,79.34
ID,Idaho,b,2015,0,79.4
ID,Idaho,b,2012,0,79.54
ID,Idaho,b,2013,0,79.2
ID,Idaho,b,2016,0,79.28
ID,Idaho,b,2017,0,79.22
IL,Illinois,b,1961,0,69.95
IL,Illinois,b,1962,0,69.86
IL,Illinois,b,1965,0,69.7
IL,Illinois,b,1966,0,69.44
IL,Illinois,b,1963,0,69.65
IL,Illinois,b,1964,0,69.75
IL,Illinois,b,1960,0,69.55
IL,Illinois,b,1974,0,71.14
IL,Illinois,b,1975,0,71.81
IL,Illinois,b,1976,0,72.22
IL,Illinois,b,1977,0,72.47
IL,Illinois,b,1978,0,72.74
IL,Illinois,b,1979,0,73.04
IL,Illinois,b,1967,0,69.75
IL,Illinois,b,1968,0,69.47
IL,Illinois,b,1969,0,69.81
IL,Illinois,b,1970,0,70.06
IL,Illinois,b,1971,0,70.44
IL,Illinois,b,1972,0,70.62
IL,Illinois,b,1973,0,70.65
IL,Illinois,b,2000,0,76.55
IL,Illinois,b,2001,0,76.81
IL,Illinois,b,2002,0,76.88
IL,Illinois,b,2003,0,77.14
IL,Illinois,b,2004,0,77.58
IL,Illinois,b,2005,0,77.63
IL,Illinois,b,2006,0,77.95
IL,Illinois,b,2007,0,78.29
IL,Illinois,b,2008,0,78.17
IL,Illinois,b,2009,0,78.66
IL,Illinois,b,2010,0,78.95
IL,Illinois,b,2011,0,79
IL,Illinois,b,2012,0,79.14
IL,Illinois,b,2013,0,79.3
IL,Illinois,b,2014,0,79.22
IL,Illinois,b,2015,0,79.21
IL,Illinois,b,2016,0,79.15
IL,Illinois,b,2017,0,79.06
IL,Illinois,b,2018,0,79.16
IL,Illinois,b,1992,0,75.41
IL,Illinois,b,1980,0,73.26
IL,Illinois,b,1981,0,73.6
IL,Illinois,b,1982,0,73.98
IL,Illinois,b,1983,0,74.05
IL,Illinois,b,1984,0,74.42
IL,Illinois,b,1985,0,74.42
IL,Illinois,b,1986,0,74.34
IL,Illinois,b,1987,0,74.61
IL,Illinois,b,1988,0,74.39
IL,Illinois,b,1989,0,74.64
IL,Illinois,b,1990,0,74.92
IL,Illinois,b,1991,0,74.95
IL,Illinois,b,1996,0,75.81
IL,Illinois,b,1993,0,75.08
IL,Illinois,b,1994,0,75.17
IL,Illinois,b,1995,0,75.31
IL,Illinois,b,1959,0,69.57
IL,Illinois,b,1997,0,76.37
IL,Illinois,b,1998,0,76.4
IL,Illinois,b,1999,0,76.23
IN,Indiana,b,1959,0,70.49
IN,Indiana,b,1980,0,73.85
IN,Indiana,b,1981,0,74.05
IN,Indiana,b,1982,0,74.54
IN,Indiana,b,1983,0,74.51
IN,Indiana,b,1984,0,74.74
IN,Indiana,b,1985,0,74.76
IN,Indiana,b,1986,0,74.59
IN,Indiana,b,1987,0,74.99
IN,Indiana,b,1988,0,74.85
IN,Indiana,b,1989,0,75.33
IN,Indiana,b,1990,0,75.4
IN,Indiana,b,1991,0,75.45
IN,Indiana,b,1992,0,75.79
IN,Indiana,b,1993,0,75.51
IN,Indiana,b,1994,0,75.61
IN,Indiana,b,1995,0,75.54
IN,Indiana,b,1996,0,75.89
IN,Indiana,b,1997,0,76.05
IN,Indiana,b,1998,0,76.17
IN,Indiana,b,1999,0,75.98
IN,Indiana,b,1960,0,70.26
IN,Indiana,b,1961,0,70.69
IN,Indiana,b,1962,0,70.53
IN,Indiana,b,1963,0,70.03
IN,Indiana,b,1964,0,70.47
IN,Indiana,b,1965,0,70.39
IN,Indiana,b,1966,0,70.3
IN,Indiana,b,1967,0,70.64
IN,Indiana,b,1968,0,70.32
IN,Indiana,b,1969,0,70.52
IN,Indiana,b,1970,0,70.94
IN,Indiana,b,1971,0,71.17
IN,Indiana,b,1972,0,71.29
IN,Indiana,b,1973,0,71.3
IN,Indiana,b,1974,0,72.01
IN,Indiana,b,1975,0,72.63
IN,Indiana,b,1976,0,72.88
IN,Indiana,b,1977,0,72.98
IN,Indiana,b,1978,0,73.19
IN,Indiana,b,1979,0,73.61
IN,Indiana,b,2006,0,76.85
IN,Indiana,b,2007,0,77.42
IN,Indiana,b,2008,0,77.17
IN,Indiana,b,2009,0,77.43
IN,Indiana,b,2010,0,77.54
IN,Indiana,b,2011,0,77.45
IN,Indiana,b,2012,0,77.49
IN,Indiana,b,2000,0,76.02
IN,Indiana,b,2001,0,76.27
IN,Indiana,b,2002,0,76.41
IN,Indiana,b,2003,0,76.41
IN,Indiana,b,2004,0,76.88
IN,Indiana,b,2005,0,76.74
IN,Indiana,b,2014,0,77.43
IN,Indiana,b,2015,0,77.21
IN,Indiana,b,2016,0,77.08
IN,Indiana,b,2013,0,77.34
IN,Indiana,b,2018,0,77.12
IN,Indiana,b,2017,0,76.81
KS,Kansas,b,1959,0,71.93
KS,Kansas,b,1960,0,71.86
KS,Kansas,b,1961,0,72.15
KS,Kansas,b,1962,0,71.99
KS,Kansas,b,1963,0,71.79
KS,Kansas,b,1964,0,72.15
KS,Kansas,b,1965,0,72.3
KS,Kansas,b,1966,0,72.23
KS,Kansas,b,1967,0,72.48
KS,Kansas,b,1968,0,72.24
KS,Kansas,b,1969,0,72.12
KS,Kansas,b,1970,0,72.81
KS,Kansas,b,1971,0,72.73
KS,Kansas,b,1972,0,72.93
KS,Kansas,b,1973,0,73.06
KS,Kansas,b,1974,0,73.41
KS,Kansas,b,1975,0,73.93
KS,Kansas,b,1976,0,74.25
KS,Kansas,b,1977,0,74.52
KS,Kansas,b,1978,0,74.73
KS,Kansas,b,1979,0,75.33
KS,Kansas,b,1980,0,75.16
KS,Kansas,b,1981,0,75.42
KS,Kansas,b,1982,0,75.74
KS,Kansas,b,1983,0,75.87
KS,Kansas,b,1984,0,75.88
KS,Kansas,b,1985,0,76.16
KS,Kansas,b,1986,0,76.22
KS,Kansas,b,1987,0,76.51
KS,Kansas,b,1988,0,76.32
KS,Kansas,b,1989,0,76.73
KS,Kansas,b,1990,0,76.95
KS,Kansas,b,1991,0,76.73
KS,Kansas,b,1992,0,77.22
KS,Kansas,b,1993,0,76.79
KS,Kansas,b,1994,0,77.08
KS,Kansas,b,1995,0,77.02
KS,Kansas,b,1996,0,76.99
KS,Kansas,b,1997,0,77.35
KS,Kansas,b,1998,0,77.34
KS,Kansas,b,1999,0,77.25
KS,Kansas,b,2000,0,77.42
KS,Kansas,b,2001,0,77.36
KS,Kansas,b,2002,0,77.36
KS,Kansas,b,2003,0,77.72
KS,Kansas,b,2004,0,77.98
KS,Kansas,b,2005,0,77.79
KS,Kansas,b,2006,0,77.93
KS,Kansas,b,2007,0,78.2
KS,Kansas,b,2008,0,78.12
KS,Kansas,b,2009,0,78.55
KS,Kansas,b,2010,0,78.59
KS,Kansas,b,2011,0,78.58
KS,Kansas,b,2012,0,78.62
KS,Kansas,b,2013,0,78.72
KS,Kansas,b,2014,0,78.69
KS,Kansas,b,2015,0,78.48
KS,Kansas,b,2016,0,78.64
KS,Kansas,b,2017,0,78.37
KS,Kansas,b,2018,0,78.32
KY,Kentucky,b,1959,0,69.79
KY,Kentucky,b,1960,0,69.57
KY,Kentucky,b,1961,0,69.96
KY,Kentucky,b,1962,0,69.8
KY,Kentucky,b,1963,0,69.55
KY,Kentucky,b,1964,0,70.02
KY,Kentucky,b,1965,0,70.19
KY,Kentucky,b,1966,0,70.07
KY,Kentucky,b,1967,0,70.07
KY,Kentucky,b,1968,0,69.85
KY,Kentucky,b,1969,0,69.99
KY,Kentucky,b,1970,0,70.01
KY,Kentucky,b,1971,0,70.34
KY,Kentucky,b,1972,0,70.46
KY,Kentucky,b,1973,0,70.45
KY,Kentucky,b,1974,0,71.17
KY,Kentucky,b,1975,0,71.49
KY,Kentucky,b,1976,0,72.19
KY,Kentucky,b,1977,0,71.96
KY,Kentucky,b,1978,0,72.48
KY,Kentucky,b,1979,0,72.99
KY,Kentucky,b,1980,0,72.83
KY,Kentucky,b,1981,0,73.29
KY,Kentucky,b,1982,0,73.55
KY,Kentucky,b,1983,0,73.42
KY,Kentucky,b,1984,0,73.82
KY,Kentucky,b,1985,0,73.71
KY,Kentucky,b,1986,0,73.77
KY,Kentucky,b,1987,0,73.99
KY,Kentucky,b,1988,0,73.87
KY,Kentucky,b,1989,0,74.05
KY,Kentucky,b,1990,0,74.44
KY,Kentucky,b,1991,0,74.46
KY,Kentucky,b,1992,0,74.84
KY,Kentucky,b,1993,0,74.52
KY,Kentucky,b,1994,0,74.65
KY,Kentucky,b,1995,0,74.79
KY,Kentucky,b,1996,0,74.98
KY,Kentucky,b,1997,0,75.03
KY,Kentucky,b,1998,0,75.28
KY,Kentucky,b,1999,0,75.1
KY,Kentucky,b,2000,0,75.08
KY,Kentucky,b,2001,0,75.12
KY,Kentucky,b,2002,0,74.91
KY,Kentucky,b,2003,0,75.11
KY,Kentucky,b,2004,0,75.58
KY,Kentucky,b,2005,0,75.44
KY,Kentucky,b,2006,0,75.59
KY,Kentucky,b,2007,0,75.88
KY,Kentucky,b,2008,0,75.84
KY,Kentucky,b,2009,0,75.81
KY,Kentucky,b,2010,0,75.85
KY,Kentucky,b,2011,0,75.94
KY,Kentucky,b,2012,0,75.79
KY,Kentucky,b,2013,0,76.18
KY,Kentucky,b,2014,0,75.86
KY,Kentucky,b,2015,0,75.52
KY,Kentucky,b,2016,0,75.21
KY,Kentucky,b,2017,0,75.31
KY,Kentucky,b,2018,0,75.55
LA,Louisiana,b,1959,0,68.18
LA,Louisiana,b,1960,0,67.9
LA,Louisiana,b,1961,0,68.7
LA,Louisiana,b,1962,0,68.22
LA,Louisiana,b,1963,0,68.22
LA,Louisiana,b,1964,0,68.1
LA,Louisiana,b,1965,0,68.02
LA,Louisiana,b,1966,0,68
LA,Louisiana,b,1967,0,68.65
LA,Louisiana,b,1968,0,67.89
LA,Louisiana,b,1969,0,68.32
LA,Louisiana,b,1970,0,68.73
LA,Louisiana,b,1971,0,69.35
LA,Louisiana,b,1972,0,69.22
LA,Louisiana,b,1973,0,69.28
LA,Louisiana,b,1974,0,70.19
LA,Louisiana,b,1975,0,70.47
LA,Louisiana,b,1976,0,70.54
LA,Louisiana,b,1977,0,70.8
LA,Louisiana,b,1978,0,71.03
LA,Louisiana,b,1979,0,71.53
LA,Louisiana,b,1980,0,71.64
LA,Louisiana,b,1981,0,71.87
LA,Louisiana,b,1982,0,72.34
LA,Louisiana,b,1983,0,72.45
LA,Louisiana,b,1984,0,72.96
LA,Louisiana,b,1985,0,72.75
LA,Louisiana,b,1986,0,73.09
LA,Louisiana,b,1987,0,73.27
LA,Louisiana,b,1988,0,72.99
LA,Louisiana,b,1989,0,72.88
LA,Louisiana,b,1990,0,73.08
LA,Louisiana,b,1991,0,73.1
LA,Louisiana,b,1992,0,73.52
LA,Louisiana,b,1993,0,73.02
LA,Louisiana,b,1994,0,73.44
LA,Louisiana,b,1995,0,73.49
LA,Louisiana,b,1996,0,73.77
LA,Louisiana,b,1997,0,73.88
LA,Louisiana,b,1998,0,74.04
LA,Louisiana,b,1999,0,74.04
LA,Louisiana,b,2000,0,74.1
LA,Louisiana,b,2001,0,74.05
LA,Louisiana,b,2002,0,74.08
LA,Louisiana,b,2003,0,74.08
LA,Louisiana,b,2004,0,74.17
LA,Louisiana,b,2005,0,73.68
LA,Louisiana,b,2006,0,74.69
LA,Louisiana,b,2007,0,74.89
LA,Louisiana,b,2008,0,74.99
LA,Louisiana,b,2009,0,75.48
LA,Louisiana,b,2010,0,75.74
LA,Louisiana,b,2011,0,76.01
LA,Louisiana,b,2012,0,75.82
LA,Louisiana,b,2013,0,75.66
LA,Louisiana,b,2014,0,75.75
LA,Louisiana,b,2015,0,75.93
LA,Louisiana,b,2016,0,75.93
LA,Louisiana,b,2017,0,75.79
LA,Louisiana,b,2018,0,75.99
MA,Massachusetts,b,2018,0,80.5
MA,Massachusetts,b,2007,0,79.75
MA,Massachusetts,b,2008,0,79.98
MA,Massachusetts,b,2009,0,80.23
MA,Massachusetts,b,2010,0,80.52
MA,Massachusetts,b,2011,0,80.55
MA,Massachusetts,b,2012,0,80.86
MA,Massachusetts,b,2013,0,80.75
MA,Massachusetts,b,2014,0,80.65
MA,Massachusetts,b,1959,0,70.79
MA,Massachusetts,b,1960,0,70.53
MA,Massachusetts,b,1961,0,70.77
MA,Massachusetts,b,1962,0,70.96
MA,Massachusetts,b,1963,0,71.4
MA,Massachusetts,b,1964,0,72.56
MA,Massachusetts,b,1965,0,70.78
MA,Massachusetts,b,1966,0,71.17
MA,Massachusetts,b,1967,0,71.29
MA,Massachusetts,b,1968,0,71.15
MA,Massachusetts,b,1969,0,71.56
MA,Massachusetts,b,1970,0,71.88
MA,Massachusetts,b,1971,0,72.13
MA,Massachusetts,b,1972,0,72.34
MA,Massachusetts,b,1973,0,72.48
MA,Massachusetts,b,1974,0,72.98
MA,Massachusetts,b,1975,0,73.55
MA,Massachusetts,b,1976,0,74.02
MA,Massachusetts,b,1977,0,74.63
MA,Massachusetts,b,1978,0,74.63
MA,Massachusetts,b,1979,0,75.05
MA,Massachusetts,b,1980,0,74.75
MA,Massachusetts,b,1981,0,75.26
MA,Massachusetts,b,1982,0,75.51
MA,Massachusetts,b,1983,0,75.48
MA,Massachusetts,b,1984,0,75.47
MA,Massachusetts,b,1985,0,75.56
MA,Massachusetts,b,1986,0,75.72
MA,Massachusetts,b,1987,0,75.91
MA,Massachusetts,b,1988,0,75.78
MA,Massachusetts,b,1989,0,76.38
MA,Massachusetts,b,1990,0,76.81
MA,Massachusetts,b,1991,0,77.04
MA,Massachusetts,b,1992,0,76.95
MA,Massachusetts,b,1993,0,76.88
MA,Massachusetts,b,1994,0,77.13
MA,Massachusetts,b,1995,0,77.35
MA,Massachusetts,b,1996,0,77.69
MA,Massachusetts,b,1997,0,78.07
MA,Massachusetts,b,1998,0,78.16
MA,Massachusetts,b,1999,0,78.25
MA,Massachusetts,b,2000,0,78.22
MA,Massachusetts,b,2001,0,78.27
MA,Massachusetts,b,2002,0,78.37
MA,Massachusetts,b,2003,0,78.53
MA,Massachusetts,b,2004,0,79.02
MA,Massachusetts,b,2005,0,79.29
MA,Massachusetts,b,2006,0,79.56
MA,Massachusetts,b,2015,0,80.32
MA,Massachusetts,b,2016,0,80.5
MA,Massachusetts,b,2017,0,80.37
MD,Maryland,b,1986,0,74.08
MD,Maryland,b,1987,0,74.1
MD,Maryland,b,1988,0,74.2
MD,Maryland,b,1990,0,74.87
MD,Maryland,b,1991,0,75.14
MD,Maryland,b,1992,0,75.25
MD,Maryland,b,1989,0,74.54
MD,Maryland,b,1998,0,76.13
MD,Maryland,b,1959,0,68.77
MD,Maryland,b,1960,0,68.64
MD,Maryland,b,1961,0,69.22
MD,Maryland,b,1962,0,69.21
MD,Maryland,b,1963,0,68.82
MD,Maryland,b,1964,0,69.48
MD,Maryland,b,1965,0,69.18
MD,Maryland,b,1993,0,75.04
MD,Maryland,b,1967,0,69.76
MD,Maryland,b,1968,0,69.45
MD,Maryland,b,1969,0,70.01
MD,Maryland,b,1970,0,70.19
MD,Maryland,b,1971,0,70.77
MD,Maryland,b,1972,0,70.88
MD,Maryland,b,1973,0,71.46
MD,Maryland,b,1974,0,71.61
MD,Maryland,b,1975,0,72.22
MD,Maryland,b,1976,0,72.34
MD,Maryland,b,1977,0,72.99
MD,Maryland,b,1978,0,72.96
MD,Maryland,b,1966,0,69.19
MD,Maryland,b,1980,0,73.26
MD,Maryland,b,1981,0,73.63
MD,Maryland,b,1982,0,73.95
MD,Maryland,b,1983,0,74.01
MD,Maryland,b,1984,0,74.18
MD,Maryland,b,1985,0,74.02
MD,Maryland,b,1999,0,76.12
MD,Maryland,b,2000,0,76.23
MD,Maryland,b,2001,0,76.4
MD,Maryland,b,2002,0,76.67
MD,Maryland,b,2003,0,76.69
MD,Maryland,b,2004,0,77.25
